,timestamp,x,y
0,1687285457.9007492,1818.5454545454545,99.80357142857143
1,1687285458.165652,1729.7727272727273,187.61383928571428
2,1687285458.1845543,1652.6420454545455,266.85853794642856
3,1687285458.208491,1582.9708806818182,339.57264927455356
4,1687285458.2385707,1522.008611505682,403.19749668666293
5,1687285458.2677495,1461.030262340199,458.3870953151158
6,1687285458.290276,1409.310570456765,504.26727982929776
7,1687285458.3192089,1362.9649309678512,543.9302984220641
8,1687285458.3469958,1321.867041869597,578.1532968335918
9,1687285458.3697882,1284.2700252722611,608.0984204436785
10,1687285458.4008315,1251.372635749592,633.8182607453615
11,1687285458.4249802,1221.4965108263477,655.3588352950485
12,1687285458.4468613,1193.1730833366905,675.6532665974531
13,1687285458.4795098,1167.8446297377861,694.8573225584857
14,1687285458.5124035,1144.5913237478358,710.2144429529608
15,1687285458.548797,1124.7901355520835,722.2054947266978
16,1687285458.5839908,1108.5550049717094,732.2155221715749
17,1687285458.6125858,1095.9856293502457,740.0100104715566
18,1687285458.6492612,1085.5328802269196,746.8301877340406
19,1687285458.6890194,1078.5685429258274,749.4228428387141
20,1687285458.7304907,1074.1111114237353,750.7271303410178
21,1687285458.7795405,1072.9381315866776,750.9040961912476
22,1687285458.8276544,1073.5481378656154,749.6125127387702
23,1687285458.8692074,1082.2637115415046,742.6966629321382
24,1687285458.9123244,1095.3443839624529,732.7881514941923
25,1687285458.9646027,1114.9717905126008,719.778918271704
26,1687285459.0148685,1141.4184985167076,704.5386963448839
27,1687285459.0539432,1175.468458929392,683.0070735874876
28,1687285459.0895567,1215.0803561086725,662.7204751033374
29,1687285459.123565,1256.8316752314522,636.2911300011345
30,1687285459.1580496,1300.4549885547933,600.1475958938498
31,1687285459.1772053,1339.716296803626,558.8791464071186
32,1687285459.2006686,1377.8881233395364,510.71568167765736
33,1687285459.2333703,1410.1975624675488,462.78693575366447
34,1687285459.2695522,1431.3774126136507,413.6171402130278
35,1687285459.3028898,1445.5461451278534,372.0399976863994
36,1687285459.3349173,1453.03469516869,335.1778551184566
37,1687285459.3532917,1453.587176454422,302.4413375143638
38,1687285459.371649,1450.2524157612556,279.5825988964969
39,1687285459.3936765,1444.0617728820077,269.2240597487205
40,1687285459.4137204,1436.4631421808476,263.0531951372733
41,1687285459.4534812,1426.5416130446054,261.9929743165427
42,1687285459.487234,1413.4966386867568,263.9581382412606
43,1687285459.5225785,1400.445922487276,270.4990852468173
44,1687285459.5565124,1390.117454903639,279.5974138766794
45,1687285459.589993,1378.898227586139,289.4870228563802
46,1687285459.6262345,1366.8995855015078,303.4440021421898
47,1687285459.6596692,1354.764410041092,318.54921616013036
48,1687285459.6942565,1344.6915860586828,333.21270699725693
49,1687285459.7279315,1335.8778650740749,347.0075471940284
50,1687285459.7676246,1328.1658592125427,361.4887466519177
51,1687285459.8057554,1324.145126810975,375.60622474899947
52,1687285459.8393307,1323.3542586868757,389.40544665537453
53,1687285459.8722394,1329.7531581691983,401.47976582345274
54,1687285459.9066556,1342.4431043071393,406.74122366694974
55,1687285459.9401166,1363.3649889960197,407.9699992800096
56,1687285459.9737327,1390.944365371517,404.70589222715125
57,1687285460.007183,1424.349046972805,395.0997985559002
58,1687285460.030868,1460.6690524648407,381.87303802212693
